Date,US_71708110,US_71715B40,US_71716E10,US_71722W10,US_73701010,US_74271810,US_74318710,US_74374N10,US_74587V10,US_75615P10,US_75886F10,US_76133010,US_76243J10,US_76655960,US_79543510,US_80105N10,US_80281730,US_80360710,US_80660510,US_80890510,US_81064810,US_81129220,US_81181C10,US_81731510,US_82481R10,US_83470610,US_84763A10,US_85205L10,US_85858C10,US_86845910,US_87406020,US_87650L10,US_88078L10,US_88162420,US_88579Y10,US_89422G10,US_90400D10,US_90480110,US_91307C10,US_91911X10,US_92165910,US_92511W10,US_92661310,US_98074510,US_98302410,US_98920Y30,US_G0176710,US_G3040110,US_G637AM10,US_G9782210,US_H0036K14,US_H0130110,US_M8737E10,US_M9608810,US_N3101010
2019-01-18,42.53 ,,,,26.53 ,91.42 ,4.91 ,2.47 ,25.22 ,77.15 ,418.84 ,17.81 ,30.03 ,2.09 ,,41.48 ,,122.80 ,,,3.58 ,0.74 ,73.61 ,,,,10.91 ,,10.68 ,38.05 ,19.78 ,,,18.82 ,195.86 ,22.20 ,53.34 ,,115.75 ,,31.05 ,10.42 ,,78.13 ,,14.94 ,34.14 ,9.70 ,18.29 ,45.97 ,,,93.84 ,51.12 ,
2019-01-22,42.27 ,,,,25.53 ,90.44 ,4.78 ,2.39 ,23.68 ,75.05 ,404.75 ,17.48 ,29.97 ,2.02 ,,41.49 ,,120.28 ,,,3.62 ,0.76 ,70.75 ,,,,10.53 ,,10.61 ,37.62 ,20.09 ,,,18.75 ,192.26 ,21.62 ,51.15 ,,113.90 ,,30.03 ,9.89 ,,77.08 ,,14.77 ,33.05 ,9.29 ,17.99 ,44.94 ,,,92.11 ,53.66 ,
2019-01-23,42.16 ,,,,25.28 ,94.84 ,4.69 ,2.32 ,24.56 ,75.71 ,401.21 ,17.18 ,28.78 ,2.00 ,,41.62 ,,118.72 ,,,3.47 ,0.73 ,70.53 ,,,,10.43 ,,10.19 ,37.00 ,19.95 ,,,19.46 ,192.29 ,20.97 ,49.22 ,,114.62 ,,28.80 ,10.35 ,,76.90 ,,14.70 ,32.44 ,9.46 ,17.87 ,44.97 ,,,92.59 ,45.93 ,
2019-01-24,40.95 ,,,,25.84 ,94.30 ,4.57 ,2.30 ,26.20 ,75.71 ,407.93 ,17.23 ,28.45 ,2.09 ,,41.22 ,,121.02 ,,,3.64 ,0.74 ,71.04 ,,,,10.84 ,,10.22 ,36.08 ,20.20 ,,,19.34 ,192.52 ,20.64 ,49.43 ,,114.30 ,,28.87 ,10.34 ,,77.88 ,,14.70 ,33.08 ,9.52 ,18.02 ,44.87 ,,,92.05 ,42.50 ,
2019-01-25,40.64 ,,,,27.24 ,93.60 ,4.65 ,2.50 ,26.84 ,74.70 ,418.29 ,17.27 ,28.01 ,2.13 ,,41.77 ,,122.76 ,,,3.79 ,0.74 ,72.74 ,,,,11.24 ,,10.27 ,36.34 ,20.56 ,,,19.56 ,195.90 ,20.74 ,50.75 ,,115.93 ,,29.80 ,11.07 ,,77.75 ,,14.70 ,34.07 ,9.87 ,19.01 ,45.90 ,,,92.24 ,42.50 ,
2019-01-28,39.53 ,,,,26.45 ,93.52 ,4.51 ,2.55 ,27.00 ,74.32 ,413.95 ,17.00 ,26.07 ,2.08 ,,41.92 ,,116.03 ,,,3.70 ,0.72 ,72.25 ,,,,11.01 ,,10.17 ,36.15 ,20.57 ,,,19.78 ,193.20 ,20.06 ,48.72 ,,116.33 ,,28.90 ,11.11 ,,77.25 ,,14.40 ,32.55 ,9.56 ,18.11 ,45.44 ,,,92.84 ,40.16 ,
2019-01-29,40.77 ,,,,26.62 ,93.54 ,4.48 ,2.38 ,26.60 ,73.86 ,417.15 ,17.05 ,26.16 ,2.04 ,,42.64 ,,115.81 ,,,4.06 ,0.74 ,73.20 ,,,,11.01 ,,10.70 ,36.76 ,20.20 ,,,19.75 ,196.95 ,20.39 ,48.11 ,,116.07 ,,28.53 ,11.61 ,,86.78 ,,14.40 ,32.66 ,9.39 ,18.21 ,45.74 ,,,93.25 ,39.86 ,
2019-01-30,41.58 ,,,,27.34 ,94.52 ,4.50 ,2.29 ,27.00 ,77.02 ,419.91 ,17.64 ,26.48 ,2.17 ,,43.02 ,,129.93 ,,,3.75 ,0.72 ,75.13 ,,,,11.20 ,,10.70 ,37.10 ,20.38 ,,,20.01 ,199.27 ,21.34 ,48.85 ,,116.12 ,,28.20 ,12.01 ,,86.66 ,,14.37 ,32.80 ,9.57 ,18.53 ,46.10 ,,,93.53 ,41.52 ,
2019-01-31,42.45 ,,,,27.10 ,96.47 ,4.43 ,2.55 ,27.88 ,79.77 ,429.27 ,17.27 ,26.60 ,2.16 ,,43.45 ,,139.71 ,,,3.90 ,1.02 ,76.43 ,,,,11.20 ,,11.06 ,38.13 ,19.97 ,,,19.85 ,200.30 ,21.56 ,49.32 ,,115.33 ,,27.13 ,11.97 ,,90.85 ,,14.65 ,32.87 ,9.75 ,18.44 ,46.45 ,,,95.14 ,41.42 ,
2019-02-01,42.88 ,,,,26.70 ,97.47 ,4.56 ,2.46 ,27.88 ,77.54 ,430.15 ,17.52 ,27.01 ,2.24 ,,43.26 ,,139.65 ,,,4.18 ,1.13 ,77.03 ,,,,11.19 ,,10.90 ,37.69 ,20.25 ,,,19.70 ,199.16 ,21.52 ,50.55 ,,115.83 ,,26.20 ,12.27 ,,89.10 ,,14.45 ,33.08 ,9.94 ,18.68 ,46.32 ,,,94.34 ,41.39 ,
2019-02-04,42.44 ,,,,27.25 ,98.03 ,4.67 ,2.55 ,27.73 ,77.58 ,425.40 ,16.90 ,27.83 ,2.20 ,,43.75 ,,141.60 ,,,4.07 ,1.20 ,76.45 ,,,,11.36 ,,11.21 ,36.88 ,20.23 ,,,19.67 ,200.21 ,21.54 ,51.43 ,,116.88 ,,25.30 ,12.93 ,,90.14 ,,14.45 ,33.18 ,10.30 ,19.33 ,46.20 ,,,94.87 ,41.36 ,
2019-02-05,42.11 ,,,,26.96 ,97.44 ,4.57 ,2.50 ,27.40 ,80.93 ,421.04 ,17.54 ,27.95 ,2.24 ,,43.60 ,,141.71 ,,,3.74 ,1.19 ,75.68 ,,,,11.12 ,,11.48 ,38.19 ,19.68 ,,,19.96 ,201.12 ,21.59 ,52.65 ,,116.95 ,,25.06 ,13.50 ,,90.02 ,,14.45 ,33.71 ,10.32 ,18.62 ,46.83 ,,,94.40 ,41.34 ,
2019-02-06,42.33 ,,,,27.84 ,97.92 ,4.60 ,2.40 ,27.76 ,81.07 ,406.56 ,17.17 ,28.52 ,2.30 ,,43.39 ,,141.49 ,,,3.68 ,1.18 ,75.68 ,,,,11.23 ,,11.17 ,38.38 ,20.12 ,,,19.17 ,202.57 ,21.62 ,52.46 ,,116.50 ,,20.06 ,13.50 ,,89.74 ,,14.51 ,32.49 ,10.28 ,18.74 ,47.40 ,,,93.28 ,40.96 ,
2019-02-07,41.70 ,,,,27.61 ,97.14 ,4.58 ,2.34 ,26.64 ,79.42 ,406.46 ,16.96 ,27.51 ,2.22 ,,42.51 ,,137.44 ,,,3.59 ,1.16 ,73.75 ,,,,10.88 ,,10.86 ,37.82 ,20.00 ,,,18.35 ,199.84 ,21.25 ,50.79 ,,115.30 ,,18.99 ,13.51 ,,89.39 ,,14.55 ,31.07 ,9.99 ,18.74 ,46.54 ,,,96.26 ,40.18 ,
2019-02-08,42.23 ,,,,28.54 ,97.71 ,4.52 ,2.37 ,26.32 ,84.04 ,406.86 ,17.11 ,28.35 ,2.16 ,,42.64 ,,127.87 ,,,3.41 ,1.16 ,65.02 ,,,,11.13 ,,10.91 ,37.45 ,19.75 ,,,18.22 ,199.82 ,21.43 ,52.35 ,,116.48 ,,18.95 ,14.07 ,,90.32 ,,14.00 ,30.85 ,10.13 ,19.57 ,47.63 ,,,98.96 ,40.47 ,
2019-02-11,41.68 ,,,,29.00 ,98.27 ,4.60 ,2.29 ,26.98 ,83.24 ,408.51 ,17.80 ,29.05 ,2.19 ,,42.33 ,,127.00 ,,,3.40 ,1.34 ,66.53 ,,,,11.05 ,,11.34 ,37.47 ,19.78 ,,,18.82 ,200.91 ,21.47 ,53.07 ,,117.50 ,,18.00 ,12.99 ,,90.90 ,,14.27 ,31.38 ,10.40 ,18.75 ,47.00 ,,,104.28 ,40.20 ,
2019-02-12,41.87 ,,,,29.37 ,99.26 ,4.70 ,2.25 ,26.97 ,86.79 ,416.34 ,17.86 ,29.71 ,2.25 ,,42.72 ,,132.91 ,,,3.33 ,1.33 ,66.46 ,,,,11.60 ,,11.36 ,38.24 ,19.83 ,,,19.12 ,206.57 ,22.21 ,55.34 ,,118.11 ,,18.41 ,12.73 ,,94.79 ,,14.32 ,32.29 ,10.75 ,19.19 ,48.42 ,,,104.75 ,40.83 ,
2019-02-13,41.70 ,,,,29.64 ,99.24 ,4.60 ,2.37 ,26.71 ,86.16 ,412.09 ,17.78 ,29.78 ,2.26 ,,41.62 ,,134.74 ,,,3.31 ,1.39 ,68.31 ,,,,11.82 ,,11.24 ,37.89 ,20.00 ,,,17.63 ,209.72 ,21.44 ,54.77 ,,117.78 ,,18.42 ,12.37 ,,94.16 ,,14.30 ,32.92 ,10.52 ,21.44 ,48.32 ,,,104.54 ,40.51 ,
2019-02-14,41.97 ,,,,29.81 ,98.46 ,4.74 ,2.22 ,27.13 ,86.11 ,414.97 ,17.83 ,29.71 ,2.27 ,,41.56 ,,134.88 ,,,3.08 ,1.37 ,68.57 ,,,,11.70 ,,11.11 ,38.24 ,20.11 ,,,17.28 ,204.93 ,21.35 ,55.46 ,,118.54 ,,20.12 ,11.97 ,,93.21 ,,14.70 ,32.50 ,10.52 ,21.49 ,48.60 ,,,104.43 ,40.54 ,
2019-02-15,42.40 ,,,,30.96 ,98.48 ,4.90 ,2.20 ,27.67 ,86.36 ,423.97 ,17.69 ,30.04 ,2.40 ,,42.55 ,,138.45 ,,,2.88 ,1.38 ,71.48 ,,,,11.71 ,,11.49 ,39.10 ,20.46 ,,,17.98 ,208.86 ,21.56 ,56.65 ,,119.63 ,,21.11 ,12.71 ,,95.10 ,,14.62 ,32.54 ,10.57 ,21.31 ,48.95 ,,,105.15 ,41.08 ,
2019-02-19,42.60 ,,,,31.33 ,99.99 ,4.76 ,2.39 ,26.92 ,86.32 ,420.60 ,17.67 ,29.44 ,2.39 ,,42.22 ,,140.26 ,,,2.92 ,1.38 ,70.15 ,,,,11.72 ,,11.55 ,38.09 ,20.25 ,,,18.02 ,208.41 ,21.11 ,56.81 ,,118.77 ,,20.14 ,11.09 ,,95.36 ,,15.01 ,34.09 ,10.71 ,21.24 ,49.55 ,,,104.46 ,40.40 ,
2019-02-20,42.20 ,,,,29.95 ,99.28 ,4.75 ,2.26 ,26.75 ,87.35 ,422.51 ,17.97 ,29.38 ,2.35 ,,42.15 ,,140.57 ,,,3.15 ,1.41 ,69.76 ,,,,11.62 ,,11.70 ,37.66 ,20.16 ,,,17.40 ,208.53 ,20.95 ,60.53 ,,117.89 ,,20.36 ,11.12 ,,97.13 ,,14.74 ,33.35 ,10.56 ,20.88 ,48.94 ,,,102.38 ,41.67 ,
2019-02-21,42.14 ,,,,30.15 ,99.78 ,4.62 ,2.43 ,26.13 ,87.22 ,418.62 ,17.26 ,27.50 ,2.36 ,,41.33 ,,136.54 ,,,3.21 ,1.28 ,69.16 ,,,,11.57 ,,11.55 ,36.63 ,19.94 ,,,17.25 ,207.77 ,21.30 ,58.26 ,,117.02 ,,20.03 ,11.09 ,,95.92 ,,14.45 ,32.57 ,10.34 ,21.34 ,48.32 ,,,102.68 ,40.71 ,
2019-02-22,42.96 ,,,,31.01 ,100.25 ,4.46 ,2.42 ,26.68 ,89.77 ,422.52 ,17.53 ,27.52 ,2.35 ,,41.18 ,,139.98 ,,,3.22 ,1.32 ,71.23 ,,,,11.80 ,,11.60 ,36.75 ,19.98 ,,,17.25 ,209.35 ,20.57 ,59.82 ,,118.30 ,,20.80 ,10.82 ,,96.56 ,,14.48 ,33.43 ,10.51 ,21.41 ,48.94 ,,,101.77 ,41.34 ,
2019-02-25,43.08 ,,,,31.05 ,99.57 ,4.43 ,2.57 ,28.61 ,89.62 ,420.38 ,16.98 ,29.30 ,2.36 ,,40.83 ,,143.63 ,,,3.25 ,1.28 ,72.70 ,,,,11.84 ,,11.93 ,37.21 ,19.96 ,,,17.60 ,210.58 ,21.37 ,63.37 ,,119.87 ,,20.64 ,11.01 ,,96.81 ,,14.59 ,34.26 ,10.33 ,21.67 ,48.81 ,,,100.81 ,41.60 ,
2019-02-26,43.02 ,,,,30.28 ,99.83 ,4.25 ,2.42 ,28.33 ,91.99 ,426.15 ,17.07 ,29.67 ,2.25 ,,41.38 ,,140.04 ,,,3.39 ,1.18 ,71.43 ,,,,11.46 ,,11.73 ,36.88 ,19.99 ,,,16.94 ,209.38 ,21.34 ,61.51 ,,121.95 ,,20.16 ,10.77 ,,96.27 ,,14.76 ,33.92 ,10.21 ,21.73 ,48.29 ,,,100.36 ,40.33 ,
2019-02-27,42.93 ,,,,30.60 ,98.91 ,4.45 ,2.50 ,28.54 ,92.64 ,433.33 ,16.98 ,29.33 ,2.26 ,,41.31 ,,151.68 ,,,3.27 ,1.21 ,73.57 ,,,,10.81 ,,11.10 ,41.99 ,20.02 ,,,17.00 ,209.03 ,22.56 ,63.64 ,,125.54 ,,20.62 ,10.86 ,,96.47 ,,14.82 ,34.21 ,10.34 ,22.28 ,47.06 ,,,101.58 ,38.38 ,
2019-02-28,43.35 ,,,,30.71 ,98.55 ,4.42 ,2.55 ,27.81 ,94.34 ,430.74 ,16.94 ,28.68 ,2.19 ,,41.60 ,,144.24 ,,,3.26 ,1.23 ,74.28 ,,,,10.81 ,,10.97 ,40.84 ,20.06 ,,,16.83 ,207.39 ,22.56 ,64.14 ,,126.29 ,,20.24 ,11.32 ,,96.34 ,,14.70 ,33.27 ,10.99 ,22.00 ,48.70 ,,,102.37 ,38.48 ,
2019-03-01,43.36 ,,,,34.72 ,98.44 ,4.52 ,2.45 ,38.93 ,96.93 ,439.57 ,17.13 ,29.32 ,2.24 ,,42.15 ,,146.69 ,,,3.32 ,1.28 ,74.68 ,,,,10.48 ,,11.27 ,41.13 ,20.41 ,,,17.08 ,207.49 ,22.29 ,67.55 ,,126.84 ,,20.22 ,12.11 ,,94.96 ,,15.03 ,34.44 ,11.24 ,23.01 ,50.13 ,,,104.45 ,39.96 ,
2019-03-04,43.07 ,,,,33.32 ,98.87 ,4.40 ,2.50 ,40.08 ,101.79 ,433.83 ,17.19 ,28.47 ,2.21 ,,42.50 ,,145.48 ,,,3.27 ,1.26 ,71.99 ,,,,10.89 ,,11.41 ,39.02 ,21.48 ,,,16.75 ,206.86 ,21.61 ,66.04 ,,120.12 ,,19.84 ,12.66 ,,95.01 ,,15.54 ,33.85 ,9.33 ,22.98 ,50.22 ,,,104.82 ,40.14 ,
2019-03-05,42.89 ,,,,33.30 ,99.09 ,4.26 ,2.50 ,38.62 ,100.35 ,437.13 ,17.09 ,28.63 ,2.22 ,,43.12 ,,148.79 ,,,3.27 ,1.24 ,71.87 ,,,,10.75 ,,11.97 ,39.51 ,20.96 ,,,16.73 ,203.84 ,21.56 ,65.88 ,,115.40 ,,19.75 ,12.70 ,,95.05 ,,15.00 ,33.36 ,8.72 ,23.01 ,49.71 ,,,106.82 ,39.66 ,
2019-03-06,41.86 ,,,,31.66 ,98.93 ,4.10 ,2.38 ,36.66 ,92.08 ,423.69 ,16.25 ,25.90 ,2.14 ,,43.31 ,,132.25 ,,,3.14 ,1.23 ,69.39 ,,,,10.09 ,,11.60 ,37.63 ,20.51 ,,,15.97 ,202.80 ,21.07 ,62.94 ,,111.19 ,,19.15 ,11.87 ,,94.44 ,,15.32 ,32.47 ,8.05 ,22.24 ,47.30 ,,,104.33 ,36.50 ,
2019-03-07,41.39 ,,,,31.82 ,98.55 ,4.07 ,2.38 ,38.17 ,91.35 ,409.58 ,16.21 ,27.56 ,2.22 ,,42.96 ,,133.93 ,,,3.16 ,1.25 ,68.89 ,,,,9.84 ,,11.02 ,37.47 ,20.17 ,,,16.00 ,199.86 ,21.21 ,63.02 ,,111.06 ,,18.75 ,11.76 ,,93.39 ,,14.89 ,32.63 ,8.53 ,22.33 ,46.55 ,,,102.77 ,35.83 ,
2019-03-08,40.89 ,,,,32.14 ,98.41 ,4.02 ,2.44 ,38.20 ,93.41 ,402.64 ,15.97 ,27.92 ,2.17 ,,42.91 ,,130.80 ,,,3.16 ,1.22 ,69.22 ,,,,10.01 ,,11.62 ,37.61 ,20.24 ,,,15.75 ,200.89 ,21.05 ,62.78 ,,110.61 ,,18.58 ,10.98 ,,93.88 ,,14.59 ,31.93 ,8.65 ,21.63 ,46.50 ,,,103.65 ,36.32 ,
2019-03-11,41.50 ,,,,33.00 ,99.58 ,4.11 ,2.34 ,40.08 ,90.53 ,412.05 ,16.18 ,29.17 ,2.39 ,,43.48 ,,134.39 ,,,3.25 ,1.26 ,70.96 ,,,,10.41 ,,11.05 ,38.94 ,20.63 ,,,15.78 ,207.10 ,21.91 ,64.98 ,,111.83 ,,18.98 ,11.00 ,,93.83 ,,14.90 ,33.16 ,8.68 ,22.58 ,47.49 ,,,105.02 ,36.32 ,
2019-03-12,41.73 ,,,,32.75 ,100.05 ,4.20 ,2.27 ,40.25 ,94.86 ,417.62 ,16.23 ,29.49 ,2.33 ,,43.55 ,,134.02 ,,,3.30 ,1.27 ,70.89 ,,,,10.61 ,,12.91 ,38.26 ,20.72 ,,,15.68 ,205.80 ,22.09 ,66.35 ,,111.36 ,,18.87 ,12.00 ,,93.39 ,,15.20 ,33.16 ,8.40 ,22.08 ,47.18 ,,,105.43 ,36.01 ,
2019-03-13,42.01 ,,,,33.32 ,101.18 ,4.21 ,2.34 ,42.00 ,95.13 ,409.01 ,16.09 ,29.83 ,2.34 ,,44.09 ,,132.60 ,,,3.37 ,1.26 ,73.05 ,,,,10.64 ,,13.51 ,38.50 ,20.90 ,,,16.23 ,206.66 ,23.00 ,67.94 ,,115.56 ,,19.06 ,12.57 ,,94.40 ,,15.32 ,33.53 ,8.54 ,22.25 ,47.77 ,,,105.19 ,36.85 ,
2019-03-14,41.19 ,,,,32.94 ,101.32 ,4.42 ,2.28 ,39.27 ,94.30 ,407.50 ,15.57 ,29.44 ,2.30 ,,44.33 ,,129.41 ,,,3.42 ,1.58 ,73.60 ,,,,10.28 ,,13.47 ,37.74 ,20.83 ,,,16.47 ,207.38 ,22.50 ,65.80 ,,117.03 ,,18.64 ,13.02 ,,95.25 ,,15.60 ,33.17 ,8.40 ,22.06 ,47.36 ,,,106.49 ,37.39 ,
2019-03-15,41.78 ,,,,33.29 ,102.44 ,4.42 ,2.39 ,39.17 ,94.83 ,414.47 ,15.45 ,30.02 ,2.42 ,,45.09 ,,128.36 ,,,3.38 ,1.50 ,74.62 ,,,,9.98 ,,13.62 ,38.00 ,21.22 ,,,16.51 ,208.08 ,22.87 ,68.27 ,,117.76 ,,18.29 ,12.90 ,,95.11 ,,15.47 ,34.02 ,8.44 ,22.10 ,48.15 ,,,107.49 ,38.06 ,
2019-03-18,41.81 ,,,,33.05 ,101.51 ,4.60 ,2.40 ,42.37 ,95.12 ,407.60 ,16.00 ,30.27 ,2.57 ,,44.91 ,,126.82 ,,,3.10 ,1.62 ,73.45 ,,,,10.43 ,,12.90 ,38.37 ,21.27 ,,,16.64 ,208.49 ,23.96 ,68.36 ,,118.85 ,,18.22 ,12.30 ,,96.10 ,,15.68 ,34.61 ,8.59 ,22.51 ,48.67 ,,,107.49 ,38.11 ,
2019-03-19,42.30 ,,,,33.42 ,101.90 ,4.64 ,2.38 ,40.14 ,92.91 ,406.99 ,16.32 ,30.37 ,2.56 ,,45.14 ,,126.47 ,,,3.20 ,1.73 ,72.86 ,,,,10.10 ,,13.36 ,38.02 ,21.26 ,,,16.91 ,209.02 ,24.23 ,68.43 ,,118.65 ,,18.35 ,12.78 ,,96.18 ,,16.14 ,35.01 ,8.77 ,22.97 ,49.24 ,,,107.39 ,38.02 ,
2019-03-20,42.17 ,,,,32.93 ,101.72 ,4.53 ,2.42 ,39.49 ,91.02 ,405.50 ,15.87 ,30.26 ,2.57 ,,45.41 ,,123.85 ,,,3.10 ,1.68 ,72.77 ,,,,10.01 ,,13.00 ,38.04 ,21.43 ,,,16.86 ,208.30 ,23.60 ,68.05 ,,121.24 ,,17.90 ,12.07 ,,95.93 ,,17.70 ,34.55 ,8.73 ,24.29 ,48.35 ,,,107.56 ,37.55 ,
2019-03-21,42.35 ,,,,33.63 ,102.49 ,4.60 ,2.38 ,40.39 ,93.63 ,402.59 ,15.96 ,30.65 ,2.65 ,,45.43 ,,126.66 ,,,3.13 ,1.57 ,75.31 ,,,,10.21 ,,13.26 ,37.79 ,21.52 ,,,17.08 ,209.61 ,23.73 ,69.04 ,,122.99 ,,18.44 ,12.29 ,,97.17 ,,18.03 ,34.94 ,8.76 ,23.67 ,48.58 ,,,107.83 ,36.82 ,
2019-03-22,41.85 ,,,,31.97 ,101.66 ,4.33 ,2.38 ,39.03 ,87.13 ,391.80 ,15.47 ,29.94 ,2.45 ,,44.26 ,,122.26 ,,,2.95 ,1.57 ,73.99 ,,,,9.57 ,,12.37 ,35.66 ,20.94 ,,,16.33 ,204.66 ,22.43 ,64.65 ,,120.80 ,,17.59 ,11.54 ,,93.16 ,,17.90 ,33.96 ,8.33 ,23.20 ,47.25 ,,,107.71 ,35.47 ,
2019-03-25,41.89 ,,,,32.07 ,101.96 ,4.29 ,2.30 ,39.46 ,87.06 ,395.00 ,15.40 ,30.34 ,2.48 ,,43.95 ,,118.92 ,,,2.84 ,1.51 ,73.87 ,,,,9.80 ,,12.21 ,34.28 ,20.76 ,,,15.90 ,203.21 ,22.75 ,65.73 ,,120.29 ,,17.76 ,11.25 ,,93.58 ,,17.45 ,33.38 ,8.26 ,23.97 ,46.77 ,,,106.71 ,36.14 ,
2019-03-26,42.42 ,,,,32.99 ,103.02 ,4.41 ,2.30 ,39.36 ,87.97 ,405.62 ,15.64 ,31.66 ,2.48 ,,44.19 ,,122.00 ,,,2.87 ,1.56 ,75.29 ,,,,10.23 ,,12.37 ,34.21 ,21.16 ,,,15.93 ,207.24 ,22.94 ,68.47 ,,118.07 ,,18.16 ,11.09 ,,94.26 ,,18.08 ,34.38 ,8.21 ,24.45 ,47.44 ,,,107.33 ,35.99 ,
2019-03-27,42.02 ,,,,32.82 ,102.90 ,4.35 ,2.36 ,38.24 ,84.14 ,402.87 ,15.58 ,30.03 ,2.43 ,,43.79 ,,116.58 ,,,2.92 ,1.47 ,75.18 ,,,,10.22 ,,12.06 ,34.38 ,21.27 ,,,16.00 ,207.16 ,22.39 ,67.31 ,,116.53 ,,18.35 ,10.95 ,,93.38 ,,17.85 ,33.57 ,8.15 ,24.07 ,47.83 ,,,106.54 ,36.39 ,
2019-03-28,42.29 ,,,,33.59 ,103.55 ,4.60 ,2.26 ,38.98 ,84.33 ,404.83 ,15.78 ,29.85 ,2.47 ,,44.26 ,,118.68 ,,,3.01 ,1.42 ,71.82 ,,,,10.68 ,,12.29 ,34.31 ,20.65 ,,,15.58 ,208.53 ,23.02 ,68.34 ,,117.21 ,,18.78 ,11.30 ,,94.40 ,,17.97 ,35.66 ,8.01 ,23.85 ,47.40 ,,,106.61 ,36.53 ,
2019-03-29,42.47 ,,,,34.70 ,104.05 ,4.64 ,2.30 ,38.79 ,85.47 ,410.62 ,15.76 ,27.41 ,2.57 ,,44.28 ,,119.19 ,,,3.00 ,1.51 ,73.24 ,,,,10.69 ,,12.85 ,35.04 ,20.37 ,,,15.68 ,207.78 ,22.63 ,69.36 ,,117.37 ,,18.40 ,10.81 ,,94.89 ,,17.02 ,36.49 ,8.03 ,23.87 ,48.16 ,,,108.09 ,36.94 ,
2019-04-01,42.84 ,,,,35.68 ,103.64 ,4.78 ,2.33 ,35.64 ,86.15 ,410.05 ,15.49 ,27.77 ,2.42 ,,44.30 ,,118.12 ,,,2.91 ,1.49 ,73.61 ,,,,10.66 ,,13.40 ,35.67 ,20.49 ,,,15.72 ,211.94 ,22.13 ,70.00 ,,117.92 ,,18.36 ,10.34 ,,96.08 ,,18.38 ,35.95 ,8.20 ,23.77 ,49.08 ,,,108.88 ,36.82 ,
2019-04-02,42.91 ,,,,37.26 ,103.75 ,4.91 ,2.38 ,35.76 ,92.43 ,414.82 ,15.18 ,28.16 ,2.41 ,,44.15 ,,122.70 ,,,3.03 ,1.55 ,74.56 ,,,,10.59 ,,13.28 ,36.48 ,20.28 ,,,15.03 ,212.13 ,22.08 ,72.63 ,,116.82 ,,18.17 ,10.23 ,,95.92 ,,18.68 ,35.74 ,7.95 ,24.89 ,47.54 ,,,107.93 ,38.95 ,
2019-04-03,42.84 ,,,,37.53 ,103.69 ,4.95 ,2.30 ,35.25 ,92.71 ,407.00 ,15.11 ,28.33 ,2.47 ,,44.11 ,,122.68 ,,,2.95 ,1.58 ,73.72 ,,,,11.11 ,,13.80 ,36.96 ,20.40 ,,,14.87 ,213.13 ,22.28 ,73.21 ,,117.39 ,,18.30 ,10.49 ,,96.03 ,,18.76 ,35.74 ,7.81 ,25.00 ,47.51 ,,,107.28 ,39.86 ,
2019-04-04,42.74 ,,,,37.41 ,103.43 ,4.89 ,2.37 ,34.38 ,91.38 ,406.53 ,15.04 ,27.55 ,2.45 ,,44.14 ,,121.03 ,,,2.91 ,1.62 ,73.79 ,,,,11.03 ,,13.60 ,38.27 ,20.23 ,,,15.19 ,215.03 ,22.74 ,71.23 ,,118.49 ,,18.60 ,10.35 ,,96.53 ,,19.01 ,35.89 ,8.01 ,24.35 ,49.38 ,,,106.08 ,40.00 ,
2019-04-05,42.99 ,,,,37.67 ,103.65 ,5.24 ,2.40 ,35.46 ,91.15 ,408.94 ,15.28 ,27.99 ,2.53 ,,43.99 ,,124.88 ,,,2.93 ,1.63 ,79.37 ,,,,11.26 ,,14.50 ,38.80 ,20.10 ,,,15.24 ,215.41 ,23.20 ,74.36 ,,120.81 ,,18.85 ,10.92 ,,97.56 ,,19.16 ,37.16 ,8.20 ,24.44 ,50.46 ,,,105.82 ,40.35 ,
2019-04-08,43.14 ,,,,36.73 ,104.97 ,5.10 ,2.45 ,34.97 ,88.18 ,401.26 ,15.02 ,28.04 ,2.50 ,,44.23 ,,123.94 ,,,2.89 ,1.80 ,80.10 ,,,,11.16 ,,14.38 ,38.87 ,19.81 ,,,15.04 ,215.02 ,23.04 ,73.36 ,,113.92 ,,18.42 ,10.94 ,,96.59 ,,19.58 ,37.33 ,8.37 ,23.62 ,51.58 ,,,106.18 ,40.00 ,
2019-04-09,42.84 ,,,,36.44 ,104.66 ,4.90 ,2.84 ,34.64 ,86.27 ,395.73 ,14.61 ,27.21 ,2.38 ,,44.04 ,,124.01 ,,,2.78 ,1.84 ,79.40 ,,,,10.26 ,,14.01 ,38.11 ,19.75 ,,,14.55 ,211.96 ,22.21 ,72.01 ,,110.65 ,,17.93 ,10.00 ,,94.59 ,,19.17 ,36.03 ,8.15 ,22.90 ,50.80 ,,,106.25 ,38.75 ,
2019-04-10,42.73 ,,,,36.78 ,104.65 ,5.04 ,2.77 ,35.24 ,88.59 ,408.23 ,14.43 ,27.38 ,2.45 ,,43.83 ,,126.61 ,,,2.75 ,1.82 ,80.91 ,,,,10.76 ,,14.20 ,38.61 ,19.81 ,,,14.66 ,212.11 ,22.20 ,73.13 ,,110.81 ,,17.90 ,9.99 ,,95.24 ,,19.01 ,35.82 ,8.31 ,21.88 ,51.25 ,,,105.74 ,37.99 ,
